row,column,core_text,jabber_text,core_tokens,jabber_tokens,jabber_minus_core
332,pa,a girl embraces a guest .,the frapemsim zranorzirs the vrasilvol .,6,16,10
333,pa,the teacher struck the uncle .,the fravaksel smenelmurs the kvesorrud .,6,16,10
334,pa,a lawyer bothers a leader .,a britorkul grinelloms a frazemzom .,6,16,10
335,pa,the nurse selected the parent .,a grivarbav mninorkuls a kvetorfin .,6,15,9
336,pa,an adult follows an attorney .,a kverukvol kvesornefs a vratafsel .,6,16,10
337,pa,the actress dragged the adult .,the plolodnef gritafmurs the klotafdil .,6,17,11
338,pa,a champion embraces a chief .,the zraduldil bripemlomed the grivarbav .,6,16,10
339,pa,the princess hurried the professor .,the vrefimdil zlorukruds the drufimzom .,6,18,12
340,pa,a champion raises a chief .,a plolodnef smenelmurs a smepimzir .,6,18,12
341,pa,the reader forgot the scientist .,a britorkul smenelmured a kvetorfin .,6,16,10
342,pa,a worker chases a writer .,the drutorked bripemlomed the kveruknef .,7,17,10
343,pa,the lady hurried the lawyer .,the brisilsel zrazemgored the smevakkul .,6,17,11
344,pa,an aunt bothers an author .,a fradulvek kvenelfins a skozebsel .,6,16,10
345,pa,the pilot struck the president .,the klogafrud kvevarmured the plolodnef .,6,18,12
346,pa,a president bothers a priest .,a tlunelsel skopemkuled a vrepimpav .,6,17,11
347,pa,the writer taught the actor .,a vranorked vregafvoled a plovakzir .,6,17,11
348,pa,an employee strikes an employer .,the kvevarzom grineldils the kveruknef .,6,17,11
349,pa,the boy caught the brother .,the smesilrab klonorruded the plolodnef .,6,16,10
350,pa,an uncle embraces a wife .,the skozemdil kvenelfins the kverukvol .,6,16,10
351,pa,the attorney discovered the aunt .,a klotafdil kvezemrabs a kvevarzom .,6,18,12
352,pa,an uncle teaches a wife .,the brikudtas drupemzired the skozemdil .,6,18,12
353,pa,the son caught the student .,the zramolmur kvenelfins the frasorgor .,6,15,9
354,pa,a brother bothers a buddy .,the smevakrab zrazemgored the kvevarzom .,6,17,11
355,pa,the wife punched the winner .,the vratafsel grizebbavs the vranorked .,6,17,11
356,pa,a child asks a colonel .,a smenelsel klosorveked a tlumolvek .,6,17,11
357,pa,the princess struck the professor .,the kverukvol zlodulfins the smesormur .,6,16,10
358,pa,a worker teaches a writer .,the vretafzir grineldiled the bripimdil .,6,17,11
359,pa,the wife surprised the winner .,a klogafrud pnegaflomed a tlumolvek .,6,18,12
360,pa,a lawyer embraces a leader .,the kveruknef vrezebzomed the mnikudpav .,6,18,12
361,pa,the chief dragged the child .,a mnidulzom zlorukruded a smesormur .,6,17,11
362,pa,an uncle forgets a wife .,the kvelodzom vrezebzomed the grisortas .,7,17,10
363,pa,the manager forgave the mayor .,a smekudlom drusilfins a pnezebkul .,7,18,11
364,pa,a parent grabs a partner .,the kvetorfin kvenelfins the kveruknef .,6,16,10
365,pa,the guest discovered the guy .,a tlunelsel vregafvols a tlumolvek .,6,18,12
366,pa,a guy washes a hero .,the kvelodzom smevarbavs the zramolmur .,7,17,10
367,pa,the lady raised the lawyer .,a kverukvol kvezemrabed a vrakudmur .,6,16,10
368,pa,a parent asks a partner .,the fradullom kvesornefed the vratafsel .,6,16,10
369,pa,the hero hurried the husband .,the plolodnef gritafmurs the smevakrab .,6,16,10
370,pa,a candidate judges a captain .,the kvevarzom kvezemrabed the zramolmur .,6,17,11
371,pa,the minister caught the mother .,a pnezebkul vregafvols a brisilsel .,6,17,11
372,pa,a winner forgets a woman .,a tlumolvek vrezebzoms a smesormur .,7,17,10
373,pa,the secretary understood the sheriff .,the kveruknef vregafvoled the tlunelsel .,6,18,12
374,pa,a physician follows a pilot .,a fravaksel smedulpaved a zramolmur .,6,15,9
375,pa,the writer understood the actor .,a smesilrab vregafvols a skozemdil .,6,17,11
376,pa,a soldier punches a son .,the zlosillom pnegafloms the smenelsel .,6,16,10
377,pa,the teacher caught the uncle .,the plokudsel gritafmurs the kvedulrab .,6,15,9
378,pa,a physician grabs a pilot .,a kvenorkul grineldils a zraduldil .,6,15,9
379,pa,the boy forgot the brother .,a frataflom smedulpavs a kvenorvek .,6,17,11
380,pa,a parent strikes a partner .,the franorbav zlorukruded the klogafrud .,6,17,11
381,pa,the friend chased the girl .,the pnesillom zranorzired the tlunelsel .,6,17,11
382,pa,an adult surprises an attorney .,the vravaknef smenelmured the smekudlom .,6,18,12
383,pa,the hero dragged the husband .,the plokudsel vregafvoled the tlumoldil .,6,17,11
384,pa,a winner hurts a woman .,a vrefimdil vregafvoled a frazemzom .,6,18,12
385,pa,the buddy destroyed the candidate .,the smesilrab pnegafloms the plokudsel .,6,16,10
386,pa,a physician kills a pilot .,a franorbav mninorkuls a kvenorkul .,6,15,9
387,pa,the boy protected the brother .,a tlumoldil smenelmured a klotafdil .,6,18,12
388,pa,a winner beats a woman .,a zramolmur zlorukruded a franorbav .,6,16,10
389,pa,the leader helped the man .,a plovakzir smevarbaved a kveruknef .,6,17,11
390,pa,an actor beats an actress .,the vrakudmur mnilodkeded the kvenorvek .,6,17,11
391,pa,the boy beat the brother .,a zraduldil grineldils a kvesorrud .,6,15,9
392,pa,a prince teaches a princess .,a franorbav vrezebzomed a drufimzom .,6,17,11
393,pa,the chief killed the child .,a plolodnef smenelmured a fradullom .,6,17,11
394,pa,a child kills a colonel .,a smepemgor kvesornefs a fradulvek .,6,16,10
395,pa,the hero beat the husband .,the brikudtas smenelmured the plokudsel .,6,17,11
396,pa,a daughter catches a doctor .,a vrefimdil grizebbavs a vrakudmur .,6,17,11
397,pa,the boy destroyed the brother .,a kvelodzom drupemzirs a kveruknef .,6,18,12
398,pa,a winner drags a woman .,the fravaksel grizebbaved the vratafsel .,7,16,9
399,pa,the minister beat the mother .,the vramolsim skotafruded the plokudsel .,6,16,10
400,pa,a bishop embraces a boy .,the kvezemzom klosorveks the kvenorkul .,6,17,11
401,pa,the leader bothered the man .,a grisortas mninorkuled a kvenorkul .,6,15,9
402,pa,a lawyer destroys a leader .,the kveruknef mnilodkeded the smevakkul .,6,18,12
403,pa,the reader protected the scientist .,a zlosillom klonorruds a kvevarzom .,6,16,10
404,pa,a scientist protects a secretary .,a plokudsel grifimloms a frapemsim .,6,16,10
405,pa,the guest judged the guy .,the kvezemzom vrezebzomed the tlunelsel .,6,18,12
406,pa,a worker grabs a writer .,a zramolmur grineldiled a kvesorrud .,6,15,9
407,pa,the captain destroyed the champion .,a vrepimpav vregafvoled a fradullom .,6,16,10
408,pa,a winner grabs a woman .,a pnesillom mninorkuls a mnikudpav .,6,16,10
409,pa,the singer hurried the soldier .,a kvelodzom zranorzirs a kvedulrab .,6,17,11
410,pa,a physician catches a pilot .,the smesilrab kvesornefed the pnesillom .,6,15,9
411,pa,the actress protected the adult .,a smevakrab zlodulfins a plokudsel .,6,16,10
412,pa,a soldier teaches a son .,the vretortas grifimlomed the vratafsel .,6,17,11
413,pa,the son judged the student .,a franorbav pnegafloms a kvedulrab .,6,16,10
414,pa,an uncle drags a wife .,a drutorked vrerukgored a zraduldil .,7,16,9
415,pa,the boy hurt the brother .,a pnezebkul klonorruded a smepemgor .,6,16,10
416,pa,an aunt grabs an author .,the smekudlom drusilfined the vranorked .,6,17,11
417,pa,the wife bothered the winner .,a skozemdil drupemzired a vratafsel .,6,18,12
418,pa,a girl asks a guest .,a druvarmur kvezemrabs a franorbav .,6,16,10
419,pa,the friend kissed the girl .,the bripimdil vregafvols the kvetorfin .,6,17,11
420,pa,a husband helps a kid .,the smekudlom vrezebzoms the drufimzom .,6,18,12
421,pa,the doctor struck the employee .,a franorbav smedulpavs a tlumoldil .,6,17,11
422,pa,a champion forgives a chief .,a tlumoldil kvenelfined a klosilfin .,7,16,9
423,pa,the hero protected the husband .,the smevakkul drusilfins the kvezemzom .,6,18,12
424,pa,a girl surprises a guest .,a kvedulrab drupemzirs a vranorked .,6,16,10
425,pa,the son understood the student .,the pnesillom zlodulfins the vrasilvol .,6,16,10
426,pa,a brother destroys a buddy .,the bripimdil smedulpaved the vretortas .,6,16,10
427,pa,the princess understood the professor .,the kvevarzom zlodulfined the fravaksel .,6,17,11
428,pa,a physician kisses a pilot .,a druvarmur kvesornefs a tlunelsel .,6,16,10
429,pa,the hero described the husband .,the mnidulzom pnegafloms the zraduldil .,6,17,11
430,pa,a sheriff asks a singer .,the drutorked skotafruded the kvenorkul .,6,16,10
431,pa,the partner kissed the physician .,a vravaknef drupemzired a kvenorkul .,6,17,11
432,pa,a man describes a manager .,the tlumoldil mnilodkeds the vranorked .,6,17,11
433,pa,the captain caught the champion .,a mnidulzom klosorveked a frazemzom .,6,18,12
434,pa,a candidate forgives a captain .,a kvenorvek pnegafloms a smekudlom .,7,18,11
435,pa,the leader comforted the man .,the klogafrud skotafruds the kverukvol .,7,17,10
436,pa,a father grabs a friend .,the smesormur bripemloms the frataflom .,6,16,10
437,pa,the partner dragged the physician .,a vrefimdil pnegaflomed a brikudtas .,6,18,12
438,pa,an aunt discovers an author .,a kvevarzom grizebbavs a vretortas .,6,17,11
439,pa,the employer hurt the father .,a plovakzir kvenelfins a smekudlom .,6,17,11
440,pa,an adult protects an attorney .,a pnesillom grineldiled a brisilsel .,6,15,9
441,pa,the wife destroyed the winner .,the vratafsel skotafruded the drutorked .,6,17,11
442,pa,a father hurries a friend .,a tlunelsel grineldils a fradullom .,7,16,9
443,pa,the employer kissed the father .,the tlunelsel grineldiled the smevakkul .,6,17,11
444,pa,a lawyer comforts a leader .,a zramolmur grinelloms a frapemsim .,7,15,8
445,pa,the secretary asked the sheriff .,the zramolmur kvevarmurs the kvenorvek .,6,17,11
446,pa,a father catches a friend .,the frasorgor mnilodkeds the druvarmur .,6,16,10
447,pa,the manager washed the mayor .,a pnesillom smenelmured a klotafdil .,6,17,11
448,pa,a bishop protects a boy .,a mnikudpav smedulpavs a mnidulzom .,6,18,12
449,pa,the son joined the student .,a mnidulzom kvesornefs a britorkul .,6,16,10
450,pa,a brother joins a buddy .,the zramolmur kvesornefed the zlosillom .,6,15,9
451,pa,the reader selected the scientist .,a plovakzir kvenelfined a drufimzom .,6,17,11
452,pa,a bishop destroys a boy .,the bripimdil frafimvols the brikudtas .,6,18,12
453,pa,the singer beat the soldier .,a drufimzom grinelloms a frazemzom .,6,17,11
454,pa,a president understands a priest .,a mnikudpav kvezemrabed a vravaknef .,6,18,12
455,pa,the woman hurt the worker .,the vramolsim kvevarmured the pnesillom .,6,16,10
456,pa,a champion hurts a chief .,a vranorked smedulpavs a grisortas .,6,16,10
457,pa,the chief forgot the child .,the klotafdil kvenelfins the smekudlom .,6,17,11
458,pa,a mother grabs a nurse .,the plolodnef drupemzirs the fradullom .,6,17,11
459,pa,the secretary comforted the sheriff .,a bripimdil drupemzired a zlosillom .,7,17,10
460,pa,a scientist chases a secretary .,the plolodnef drusilfins the fradullom .,7,17,10
461,pa,the doctor surprised the employee .,the vrakudmur smevarbaved the vrasilvol .,6,15,9
462,pa,a mayor discovers a minister .,the pnezebkul klonorruded the vranorked .,6,16,10
463,pa,the writer carried the actor .,a vratafsel frafimvoled a skozemdil .,6,18,12
464,pa,a bishop strikes a boy .,the kverukvol drusilfins the kvenorvek .,6,17,11
465,pa,the hero taught the husband .,the pnezebkul drupemzirs the plovakzir .,6,18,12
466,pa,a candidate discovers a captain .,a drutorked smenelmurs a kvedulrab .,6,16,10
467,pa,the manager discovered the mayor .,the vrefimdil bripemlomed the mnikudpav .,6,18,12
468,pa,a guy grabs a hero .,the vratorrud kvezemrabs the britorkul .,6,16,10
469,pa,the wife kissed the winner .,the kvedulrab vregafvols the kvesorrud .,6,16,10
470,pa,an uncle asks a wife .,the kvenorkul frafimvols the skozebsel .,6,16,10
471,pa,the nurse struck the parent .,a skozebsel kvezemrabed a fradulvek .,6,17,11
472,pa,a scientist embraces a secretary .,a druvarmur mnilodkeds a skozebsel .,6,16,10
473,pa,the singer selected the soldier .,the zramolmur drupemzired the kvetorfin .,6,16,10
474,pa,a king helps a lady .,the fradulvek frafimvoled the smenelsel .,6,17,11
475,pa,the secretary beat the sheriff .,the brikudtas mninorkuled the zramolmur .,6,16,10
476,pa,an aunt protects an author .,the zramolmur klosorveks the kvevarzom .,6,17,11
477,pa,the partner forgave the physician .,a frazemzom mnilodkeds a klosilfin .,7,17,10
478,pa,a candidate grabs a captain .,the klosilfin drusilfins the zramolmur .,6,16,10
479,pa,the chief chased the child .,a smepimzir grizebbavs a britorkul .,6,17,11
480,pa,a scientist comforts a secretary .,a plolodnef zlodulfined a fravaksel .,7,17,10
481,pa,the captain raised the champion .,the tlumoldil vrezebzoms the klosilfin .,6,17,11
482,pa,a sheriff discovers a singer .,a tlumolvek smevarbaved a frataflom .,6,16,10
483,pa,the hero forgot the husband .,the plovakzir grizebbavs the vrefimdil .,6,18,12
484,pa,a student grabs a teacher .,a vrefimdil pnegaflomed a vrepimpav .,6,17,11
485,pa,the singer washed the soldier .,a plovakzir mninorkuls a vrasilvol .,6,16,10
486,pa,a physician bothers a pilot .,the zraduldil zrazemgored the kvezemzom .,6,17,11
487,pa,the reader kissed the scientist .,the vrepimpav frafimvoled the franorbav .,6,16,10
488,pa,a champion forgets a chief .,a grisortas vregafvoled a klotafdil .,7,17,10
489,pa,the employer protected the father .,the mnikudpav klonorruded the kvezemzom .,6,17,11
490,pa,an aunt hurries an author .,a bripimdil zranorzirs a tlumolvek .,7,18,11
491,pa,the partner taught the physician .,a kvetorfin kvezemrabs a frapemsim .,6,16,10
492,pa,a physician washes a pilot .,the bripimdil mnilodkeded the vratorrud .,7,17,10
493,pa,the author dragged the bishop .,a britorkul smevarbaved a franorbav .,6,15,9
494,pa,a president strikes a priest .,a druvarmur grizebbavs a fravaksel .,6,16,10
495,pa,the friend taught the girl .,a skozebsel vrasorkuled a zlosillom .,6,15,9
496,pa,a winner raises a woman .,the drutorked drupemzirs the kvelodzom .,6,17,11
497,pa,the manager caught the mayor .,the zraduldil pnegafloms the fravaksel .,6,16,10
498,pa,a winner kills a woman .,the tlumoldil vrasorkuled the kvenorvek .,6,17,11
499,pa,the cousin killed the daughter .,the kvezemzom smedulpavs the frapemsim .,6,17,11
500,pa,a professor describes a reader .,the vretafzir skotafruded the drufimzom .,6,18,12
501,pa,the chief taught the child .,a mnidulzom zlorukruded a pnesillom .,6,17,11
502,pa,a child embraces a colonel .,the bripimdil zrazemgored the kveruknef .,6,18,12
503,pa,the nurse killed the parent .,the zraduldil bripemloms the vranorked .,6,16,10
504,pa,a professor catches a reader .,the druvarmur skopemkuled the smepemgor .,6,16,10
505,pa,the cousin understood the daughter .,a grivarbav vrasorkuls a druvarmur .,6,15,9
506,pa,a daughter washes a doctor .,a klotafdil klonorruds a vranorked .,7,16,9
507,pa,the teacher kissed the uncle .,a tlunelsel mninorkuls a kvevarzom .,6,17,11
508,pa,a president chases a priest .,a kvedulrab klonorruds a plovakzir .,7,16,9
509,pa,the wife understood the winner .,a plokudsel kvevarmured a vravaknef .,6,17,11
510,pa,a child hurries a colonel .,the zraduldil grifimloms the mnikudpav .,7,17,10
511,pa,the partner hurt the physician .,a vrefimdil grineldils a kvesorrud .,6,16,10
512,pa,a girl drags a guest .,a vramolsim vregafvoled a kverukvol .,7,16,9
513,pa,the princess kissed the professor .,the vravaknef grizebbaved the vrefimdil .,6,17,11
514,pa,an adult discovers an attorney .,a smesilrab grinellomed a grisortas .,6,15,9
515,pa,the employer judged the father .,the vrasilvol klosorveks the kverukvol .,6,16,10
516,pa,an employee judges an employer .,a kvevarzom zraruklomed a vratafsel .,6,18,12
517,pa,the leader joined the man .,the smenelsel mnilodkeds the franorbav .,6,16,10
518,pa,a lawyer washes a leader .,the vrefimdil zranorzired the klosilfin .,7,17,10
519,pa,the lady embraced the lawyer .,the kvenorkul vregafvols the kveruknef .,6,17,11
520,pa,a husband discovers a kid .,the zramolmur kvezemrabed the pnezebkul .,6,17,11
521,pa,the attorney protected the aunt .,a vrefimdil zrarukloms a frapemsim .,6,17,11
522,pa,a man grabs a manager .,a britorkul kvezemrabed a smenelsel .,6,16,10
523,pa,the partner washed the physician .,a tlumoldil klosorveked a frazemzom .,6,18,12
524,pa,a professor protects a reader .,a kveruknef mnilodkeded a drufimzom .,6,18,12
525,pa,the attorney destroyed the aunt .,a kveruknef vrasorkuled a tlumoldil .,6,17,11
526,pa,a man forgets a manager .,a smesilrab smedulpavs a drufimzom .,7,17,10
527,pa,the colonel dragged the cop .,a vretafzir grineldils a pnezebkul .,6,17,11
528,pa,a prince follows a princess .,a klotafdil vrezebzomed a kvenorkul .,6,17,11
529,pa,the cousin bothered the daughter .,the vrefimdil klosorveks the smezemlom .,6,18,12
530,pa,a champion beats a chief .,a fradullom smegafdils a smenelsel .,6,16,10
531,pa,the partner raised the physician .,a vretortas vrezebzoms a kvedulrab .,6,16,10
532,pa,a scientist hurts a secretary .,the smevakrab grizebbaved the zlosillom .,6,15,9
533,pa,the pilot chased the president .,a kvetorfin grizebbavs a vretortas .,6,16,10
