item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
17,role_labeled,active,active,a wife protects a winner .,a hero protects a husband .,a husband is protected by a hero .,a,hero,a,husband,protect,protects,protected,"[""PATIENT=husband"", ""AGENT=hero"", ""VERB=protect""]","Prime sentence: a wife protects a winner .
Event roles: PATIENT=husband; AGENT=hero; VERB=protect
Sentence: the",Sentence: the,first_noun,-4.03800106048584,-3.449580192565918,0.5884208679199219,passive,1.0
17,role_labeled,passive,passive,a winner is protected by a wife .,a hero protects a husband .,a husband is protected by a hero .,a,hero,a,husband,protect,protects,protected,"[""PATIENT=husband"", ""AGENT=hero"", ""VERB=protect""]","Prime sentence: a winner is protected by a wife .
Event roles: PATIENT=husband; AGENT=hero; VERB=protect
Sentence: the",Sentence: the,first_noun,-3.6396117210388184,-3.7374110221862793,-0.09779930114746094,active,0.0
17,role_labeled,no_prime_eos,no_prime_eos,,a hero protects a husband .,a husband is protected by a hero .,a,hero,a,husband,protect,protects,protected,"[""PATIENT=husband"", ""AGENT=hero"", ""VERB=protect""]","Event roles: PATIENT=husband; AGENT=hero; VERB=protect
Sentence: the",Sentence: the,first_noun,-3.01082181930542,-4.752048015594482,-1.7412261962890625,active,0.0
17,role_labeled,filler,filler,The teacher listened during assembly .,a hero protects a husband .,a husband is protected by a hero .,a,hero,a,husband,protect,protects,protected,"[""PATIENT=husband"", ""AGENT=hero"", ""VERB=protect""]","Prime sentence: The teacher listened during assembly .
Event roles: PATIENT=husband; AGENT=hero; VERB=protect
Sentence: the",Sentence: the,first_noun,-4.466735363006592,-3.803694009780884,0.663041353225708,passive,1.0
18,role_labeled,active,active,a guest hurts a guy .,a student hurts a teacher .,a teacher is hurt by a student .,a,student,a,teacher,hurt,hurts,hurt,"[""VERB=hurt"", ""AGENT=student"", ""PATIENT=teacher""]","Prime sentence: a guest hurts a guy .
Event roles: VERB=hurt; AGENT=student; PATIENT=teacher
Sentence: the",Sentence: the,first_noun,-2.425699234008789,-2.7245492935180664,-0.29885005950927734,active,0.0
18,role_labeled,passive,passive,a guy is hurt by a guest .,a student hurts a teacher .,a teacher is hurt by a student .,a,student,a,teacher,hurt,hurts,hurt,"[""VERB=hurt"", ""AGENT=student"", ""PATIENT=teacher""]","Prime sentence: a guy is hurt by a guest .
Event roles: VERB=hurt; AGENT=student; PATIENT=teacher
Sentence: the",Sentence: the,first_noun,-2.668506145477295,-2.7242770195007324,-0.0557708740234375,active,0.0
18,role_labeled,no_prime_eos,no_prime_eos,,a student hurts a teacher .,a teacher is hurt by a student .,a,student,a,teacher,hurt,hurts,hurt,"[""VERB=hurt"", ""AGENT=student"", ""PATIENT=teacher""]","Event roles: VERB=hurt; AGENT=student; PATIENT=teacher
Sentence: the",Sentence: the,first_noun,-2.8572938442230225,-3.192744016647339,-0.3354501724243164,active,0.0
18,role_labeled,filler,filler,The window rattled during the storm .,a student hurts a teacher .,a teacher is hurt by a student .,a,student,a,teacher,hurt,hurts,hurt,"[""VERB=hurt"", ""AGENT=student"", ""PATIENT=teacher""]","Prime sentence: The window rattled during the storm .
Event roles: VERB=hurt; AGENT=student; PATIENT=teacher
Sentence: the",Sentence: the,first_noun,-3.842165946960449,-3.4320852756500244,0.4100806713104248,passive,1.0
19,role_labeled,active,active,a scientist protects a secretary .,a daughter protects a doctor .,a doctor is protected by a daughter .,a,daughter,a,doctor,protect,protects,protected,"[""AGENT=daughter"", ""VERB=protect"", ""PATIENT=doctor""]","Prime sentence: a scientist protects a secretary .
Event roles: AGENT=daughter; VERB=protect; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-4.8576812744140625,-2.779496908187866,2.0781843662261963,passive,1.0
19,role_labeled,passive,passive,a secretary is protected by a scientist .,a daughter protects a doctor .,a doctor is protected by a daughter .,a,daughter,a,doctor,protect,protects,protected,"[""AGENT=daughter"", ""VERB=protect"", ""PATIENT=doctor""]","Prime sentence: a secretary is protected by a scientist .
Event roles: AGENT=daughter; VERB=protect; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-5.077822685241699,-2.820457696914673,2.2573649883270264,passive,1.0
19,role_labeled,no_prime_eos,no_prime_eos,,a daughter protects a doctor .,a doctor is protected by a daughter .,a,daughter,a,doctor,protect,protects,protected,"[""AGENT=daughter"", ""VERB=protect"", ""PATIENT=doctor""]","Event roles: AGENT=daughter; VERB=protect; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-4.462484836578369,-3.769313335418701,0.693171501159668,passive,1.0
19,role_labeled,filler,filler,The package arrived before noon .,a daughter protects a doctor .,a doctor is protected by a daughter .,a,daughter,a,doctor,protect,protects,protected,"[""AGENT=daughter"", ""VERB=protect"", ""PATIENT=doctor""]","Prime sentence: The package arrived before noon .
Event roles: AGENT=daughter; VERB=protect; PATIENT=doctor
Sentence: the",Sentence: the,first_noun,-5.202320098876953,-3.615267515182495,1.587052583694458,passive,1.0
20,role_labeled,active,active,a cousin kills a daughter .,a professor kills a reader .,a reader is killed by a professor .,a,professor,a,reader,kill,kills,killed,"[""PATIENT=reader"", ""AGENT=professor"", ""VERB=kill""]","Prime sentence: a cousin kills a daughter .
Event roles: PATIENT=reader; AGENT=professor; VERB=kill
Sentence: the",Sentence: the,first_noun,-3.924710750579834,-5.8301777839660645,-1.9054670333862305,active,0.0
20,role_labeled,passive,passive,a daughter is killed by a cousin .,a professor kills a reader .,a reader is killed by a professor .,a,professor,a,reader,kill,kills,killed,"[""PATIENT=reader"", ""AGENT=professor"", ""VERB=kill""]","Prime sentence: a daughter is killed by a cousin .
Event roles: PATIENT=reader; AGENT=professor; VERB=kill
Sentence: the",Sentence: the,first_noun,-3.6883585453033447,-5.121376991271973,-1.433018445968628,active,0.0
20,role_labeled,no_prime_eos,no_prime_eos,,a professor kills a reader .,a reader is killed by a professor .,a,professor,a,reader,kill,kills,killed,"[""PATIENT=reader"", ""AGENT=professor"", ""VERB=kill""]","Event roles: PATIENT=reader; AGENT=professor; VERB=kill
Sentence: the",Sentence: the,first_noun,-4.05650520324707,-5.226109504699707,-1.1696043014526367,active,0.0
20,role_labeled,filler,filler,The painter waited near the doorway .,a professor kills a reader .,a reader is killed by a professor .,a,professor,a,reader,kill,kills,killed,"[""PATIENT=reader"", ""AGENT=professor"", ""VERB=kill""]","Prime sentence: The painter waited near the doorway .
Event roles: PATIENT=reader; AGENT=professor; VERB=kill
Sentence: the",Sentence: the,first_noun,-3.509613037109375,-6.032206058502197,-2.5225930213928223,active,0.0
21,role_labeled,active,active,a mother kisses a nurse .,an author kisses a bishop .,a bishop is kissed by an author .,an,author,a,bishop,kiss,kisses,kissed,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=kiss""]","Prime sentence: a mother kisses a nurse .
Event roles: PATIENT=bishop; AGENT=author; VERB=kiss
Sentence: the",Sentence: the,first_noun,-5.833889484405518,-3.8957300186157227,1.938159465789795,passive,1.0
21,role_labeled,passive,passive,a nurse is kissed by a mother .,an author kisses a bishop .,a bishop is kissed by an author .,an,author,a,bishop,kiss,kisses,kissed,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=kiss""]","Prime sentence: a nurse is kissed by a mother .
Event roles: PATIENT=bishop; AGENT=author; VERB=kiss
Sentence: the",Sentence: the,first_noun,-5.306321144104004,-3.725048780441284,1.5812723636627197,passive,1.0
21,role_labeled,no_prime_eos,no_prime_eos,,an author kisses a bishop .,a bishop is kissed by an author .,an,author,a,bishop,kiss,kisses,kissed,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=kiss""]","Event roles: PATIENT=bishop; AGENT=author; VERB=kiss
Sentence: the",Sentence: the,first_noun,-4.703940391540527,-4.555534839630127,0.1484055519104004,passive,1.0
21,role_labeled,filler,filler,The traveler rested beside the river .,an author kisses a bishop .,a bishop is kissed by an author .,an,author,a,bishop,kiss,kisses,kissed,"[""PATIENT=bishop"", ""AGENT=author"", ""VERB=kiss""]","Prime sentence: The traveler rested beside the river .
Event roles: PATIENT=bishop; AGENT=author; VERB=kiss
Sentence: the",Sentence: the,first_noun,-6.602564334869385,-4.293898582458496,2.3086657524108887,passive,1.0
22,role_labeled,active,active,a buddy describes a candidate .,a parent describes a partner .,a partner is described by a parent .,a,parent,a,partner,describ,describes,described,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=describ""]","Prime sentence: a buddy describes a candidate .
Event roles: AGENT=parent; PATIENT=partner; VERB=describ
Sentence: the",Sentence: the,first_noun,-4.216682434082031,-5.771038055419922,-1.5543556213378906,active,0.0
22,role_labeled,passive,passive,a candidate is described by a buddy .,a parent describes a partner .,a partner is described by a parent .,a,parent,a,partner,describ,describes,described,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=describ""]","Prime sentence: a candidate is described by a buddy .
Event roles: AGENT=parent; PATIENT=partner; VERB=describ
Sentence: the",Sentence: the,first_noun,-4.378108978271484,-5.62027645111084,-1.2421674728393555,active,0.0
22,role_labeled,no_prime_eos,no_prime_eos,,a parent describes a partner .,a partner is described by a parent .,a,parent,a,partner,describ,describes,described,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=describ""]","Event roles: AGENT=parent; PATIENT=partner; VERB=describ
Sentence: the",Sentence: the,first_noun,-4.397327423095703,-6.574180603027344,-2.1768531799316406,active,0.0
22,role_labeled,filler,filler,The window rattled during the storm .,a parent describes a partner .,a partner is described by a parent .,a,parent,a,partner,describ,describes,described,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=describ""]","Prime sentence: The window rattled during the storm .
Event roles: AGENT=parent; PATIENT=partner; VERB=describ
Sentence: the",Sentence: the,first_noun,-7.484967231750488,-9.096742630004883,-1.6117753982543945,active,0.0
23,role_labeled,active,active,a secretary forgives a sheriff .,a doctor forgives an employee .,an employee is forgiven by a doctor .,a,doctor,an,employee,forgiv,forgives,forgiven,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=forgiv""]","Prime sentence: a secretary forgives a sheriff .
Event roles: PATIENT=employee; AGENT=doctor; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-3.052217960357666,-4.756892204284668,-1.704674243927002,active,0.0
23,role_labeled,passive,passive,a sheriff is forgiven by a secretary .,a doctor forgives an employee .,an employee is forgiven by a doctor .,a,doctor,an,employee,forgiv,forgives,forgiven,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=forgiv""]","Prime sentence: a sheriff is forgiven by a secretary .
Event roles: PATIENT=employee; AGENT=doctor; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-3.2065961360931396,-4.740055084228516,-1.533458948135376,active,0.0
23,role_labeled,no_prime_eos,no_prime_eos,,a doctor forgives an employee .,an employee is forgiven by a doctor .,a,doctor,an,employee,forgiv,forgives,forgiven,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=forgiv""]","Event roles: PATIENT=employee; AGENT=doctor; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-2.9593427181243896,-4.888976097106934,-1.929633378982544,active,0.0
23,role_labeled,filler,filler,The jacket hung behind the chair .,a doctor forgives an employee .,an employee is forgiven by a doctor .,a,doctor,an,employee,forgiv,forgives,forgiven,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=forgiv""]","Prime sentence: The jacket hung behind the chair .
Event roles: PATIENT=employee; AGENT=doctor; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-3.095470905303955,-6.718261241912842,-3.6227903366088867,active,0.0
24,role_labeled,active,active,a secretary strikes a sheriff .,a doctor strikes an employee .,an employee is struck by a doctor .,a,doctor,an,employee,strik,strikes,struck,"[""VERB=strik"", ""AGENT=doctor"", ""PATIENT=employee""]","Prime sentence: a secretary strikes a sheriff .
Event roles: VERB=strik; AGENT=doctor; PATIENT=employee
Sentence: the",Sentence: the,first_noun,-3.393946886062622,-6.3510284423828125,-2.9570815563201904,active,0.0
24,role_labeled,passive,passive,a sheriff is struck by a secretary .,a doctor strikes an employee .,an employee is struck by a doctor .,a,doctor,an,employee,strik,strikes,struck,"[""VERB=strik"", ""AGENT=doctor"", ""PATIENT=employee""]","Prime sentence: a sheriff is struck by a secretary .
Event roles: VERB=strik; AGENT=doctor; PATIENT=employee
Sentence: the",Sentence: the,first_noun,-3.361746072769165,-5.452767372131348,-2.0910212993621826,active,0.0
24,role_labeled,no_prime_eos,no_prime_eos,,a doctor strikes an employee .,an employee is struck by a doctor .,a,doctor,an,employee,strik,strikes,struck,"[""VERB=strik"", ""AGENT=doctor"", ""PATIENT=employee""]","Event roles: VERB=strik; AGENT=doctor; PATIENT=employee
Sentence: the",Sentence: the,first_noun,-3.009655475616455,-5.380542755126953,-2.370887279510498,active,0.0
24,role_labeled,filler,filler,The traveler rested beside the river .,a doctor strikes an employee .,an employee is struck by a doctor .,a,doctor,an,employee,strik,strikes,struck,"[""VERB=strik"", ""AGENT=doctor"", ""PATIENT=employee""]","Prime sentence: The traveler rested beside the river .
Event roles: VERB=strik; AGENT=doctor; PATIENT=employee
Sentence: the",Sentence: the,first_noun,-3.603492498397827,-7.65130615234375,-4.047813653945923,active,0.0
25,role_labeled,active,active,an actor helps an actress .,a lawyer helps a leader .,a leader is helped by a lawyer .,a,lawyer,a,leader,help,helps,helped,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=help""]","Prime sentence: an actor helps an actress .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=help
Sentence: the",Sentence: the,first_noun,-4.400421142578125,-6.099676609039307,-1.6992554664611816,active,0.0
25,role_labeled,passive,passive,an actress is helped by an actor .,a lawyer helps a leader .,a leader is helped by a lawyer .,a,lawyer,a,leader,help,helps,helped,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=help""]","Prime sentence: an actress is helped by an actor .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=help
Sentence: the",Sentence: the,first_noun,-4.448034286499023,-6.242400169372559,-1.7943658828735352,active,0.0
25,role_labeled,no_prime_eos,no_prime_eos,,a lawyer helps a leader .,a leader is helped by a lawyer .,a,lawyer,a,leader,help,helps,helped,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=help""]","Event roles: AGENT=lawyer; PATIENT=leader; VERB=help
Sentence: the",Sentence: the,first_noun,-4.602714538574219,-5.039605617523193,-0.4368910789489746,active,0.0
25,role_labeled,filler,filler,The singer smiled after rehearsal .,a lawyer helps a leader .,a leader is helped by a lawyer .,a,lawyer,a,leader,help,helps,helped,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=help""]","Prime sentence: The singer smiled after rehearsal .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=help
Sentence: the",Sentence: the,first_noun,-4.326858043670654,-6.1221747398376465,-1.7953166961669922,active,0.0
26,role_labeled,active,active,a singer comforts a soldier .,an employer comforts a father .,a father is comforted by an employer .,an,employer,a,father,comfort,comforts,comforted,"[""VERB=comfort"", ""AGENT=employer"", ""PATIENT=father""]","Prime sentence: a singer comforts a soldier .
Event roles: VERB=comfort; AGENT=employer; PATIENT=father
Sentence: the",Sentence: the,first_noun,-7.59755802154541,-4.655728340148926,2.9418296813964844,passive,1.0
26,role_labeled,passive,passive,a soldier is comforted by a singer .,an employer comforts a father .,a father is comforted by an employer .,an,employer,a,father,comfort,comforts,comforted,"[""VERB=comfort"", ""AGENT=employer"", ""PATIENT=father""]","Prime sentence: a soldier is comforted by a singer .
Event roles: VERB=comfort; AGENT=employer; PATIENT=father
Sentence: the",Sentence: the,first_noun,-7.514200210571289,-4.760385036468506,2.753815174102783,passive,1.0
