item_index,prompt_template,prime_structure,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure
24,word_list,active,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Use these words in one sentence: champion, son, helped
Sentence: the",-2.5851402282714844,-5.655004024505615,-3.069863796234131,active
24,word_list,passive,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Use these words in one sentence: champion, son, helped
Sentence: the",-2.6758360862731934,-5.6143693923950195,-2.938533306121826,active
24,role_labeled,active,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Event roles: AGENT=champion; PATIENT=son; VERB=helped
Sentence: the",-5.652382850646973,-5.794936180114746,-0.14255332946777344,active
24,role_labeled,passive,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Event roles: AGENT=champion; PATIENT=son; VERB=helped
Sentence: the",-6.005194664001465,-5.604261875152588,0.40093278884887695,passive
25,word_list,active,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the",-1.8584650754928589,-4.893007755279541,-3.034542679786682,active
25,word_list,passive,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the",-2.520568609237671,-5.0173444747924805,-2.4967758655548096,active
25,role_labeled,active,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Event roles: AGENT=president; PATIENT=manager; VERB=strikes/struck
Sentence: the",-3.7613236904144287,-5.836198806762695,-2.0748751163482666,active
25,role_labeled,passive,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Event roles: AGENT=president; PATIENT=manager; VERB=strikes/struck
Sentence: the",-4.085995674133301,-5.855956077575684,-1.7699604034423828,active
26,word_list,active,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the",-2.3750767707824707,-6.032736778259277,-3.6576600074768066,active
26,word_list,passive,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the",-3.625176191329956,-6.168274879455566,-2.5430986881256104,active
26,role_labeled,active,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Event roles: AGENT=woman; PATIENT=chocolate; VERB=forgot/forgotten
Sentence: the",-2.4928321838378906,-4.389713287353516,-1.896881103515625,active
26,role_labeled,passive,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Event roles: AGENT=woman; PATIENT=chocolate; VERB=forgot/forgotten
Sentence: the",-4.102794647216797,-4.241675853729248,-0.13888120651245117,active
27,word_list,active,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Use these words in one sentence: corporation, tea, wanted
Sentence: the",-4.484667778015137,-5.008373260498047,-0.5237054824829102,active
27,word_list,passive,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Use these words in one sentence: corporation, tea, wanted
Sentence: the",-4.174166679382324,-4.858179092407227,-0.6840124130249023,active
27,role_labeled,active,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Event roles: AGENT=corporation; PATIENT=tea; VERB=wanted
Sentence: the",-5.755088806152344,-4.876568794250488,0.8785200119018555,passive
27,role_labeled,passive,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Event roles: AGENT=corporation; PATIENT=tea; VERB=wanted
Sentence: the",-5.124031066894531,-3.901871681213379,1.2221593856811523,passive
28,word_list,active,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the",-2.9760873317718506,-5.166193962097168,-2.1901066303253174,active
28,word_list,passive,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the",-3.5579590797424316,-5.595462322235107,-2.037503242492676,active
28,role_labeled,active,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Event roles: AGENT=child; PATIENT=chocolate; VERB=catches/caught
Sentence: the",-3.9841341972351074,-5.621055603027344,-1.6369214057922363,active
28,role_labeled,passive,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Event roles: AGENT=child; PATIENT=chocolate; VERB=catches/caught
Sentence: the",-4.183557510375977,-5.463465213775635,-1.2799077033996582,active
29,word_list,active,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Use these words in one sentence: winner, company, hurt
Sentence: the",-3.582479476928711,-3.7069778442382812,-0.12449836730957031,active
29,word_list,passive,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Use these words in one sentence: winner, company, hurt
Sentence: the",-3.589371681213379,-4.050749778747559,-0.4613780975341797,active
29,role_labeled,active,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Event roles: AGENT=winner; PATIENT=company; VERB=hurt
Sentence: the",-7.791018486022949,-3.8679871559143066,3.9230313301086426,passive
29,role_labeled,passive,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Event roles: AGENT=winner; PATIENT=company; VERB=hurt
Sentence: the",-8.06408977508545,-4.498323440551758,3.5657663345336914,passive
30,word_list,active,a guy washes an anchor .,the adult followed the administration .,the administration was followed by the adult .,adult,administration,followed,followed,"Prime sentence: a guy washes an anchor .
Use these words in one sentence: adult, administration, followed
Sentence: the",-4.900739669799805,-4.3945722579956055,0.5061674118041992,passive
30,word_list,passive,an anchor is washed by a guy .,the adult followed the administration .,the administration was followed by the adult .,adult,administration,followed,followed,"Prime sentence: an anchor is washed by a guy .
Use these words in one sentence: adult, administration, followed
Sentence: the",-4.940391540527344,-5.009530067443848,-0.0691385269165039,active
30,role_labeled,active,a guy washes an anchor .,the adult followed the administration .,the administration was followed by the adult .,adult,administration,followed,followed,"Prime sentence: a guy washes an anchor .
Event roles: AGENT=adult; PATIENT=administration; VERB=followed
Sentence: the",-6.413270950317383,-7.870727062225342,-1.457456111907959,active
30,role_labeled,passive,an anchor is washed by a guy .,the adult followed the administration .,the administration was followed by the adult .,adult,administration,followed,followed,"Prime sentence: an anchor is washed by a guy .
Event roles: AGENT=adult; PATIENT=administration; VERB=followed
Sentence: the",-6.4798479080200195,-8.243562698364258,-1.7637147903442383,active
31,word_list,active,the professor tastes the salad .,a partner embraced a captain .,a captain was embraced by a partner .,partner,captain,embraced,embraced,"Prime sentence: the professor tastes the salad .
Use these words in one sentence: partner, captain, embraced
Sentence: the",-4.470797061920166,-4.191676616668701,0.27912044525146484,passive
31,word_list,passive,the salad is tasted by the professor .,a partner embraced a captain .,a captain was embraced by a partner .,partner,captain,embraced,embraced,"Prime sentence: the salad is tasted by the professor .
Use these words in one sentence: partner, captain, embraced
Sentence: the",-5.398464679718018,-4.87308931350708,0.5253753662109375,passive
31,role_labeled,active,the professor tastes the salad .,a partner embraced a captain .,a captain was embraced by a partner .,partner,captain,embraced,embraced,"Prime sentence: the professor tastes the salad .
Event roles: AGENT=partner; PATIENT=captain; VERB=embraced
Sentence: the",-7.281555652618408,-3.478764057159424,3.8027915954589844,passive
31,role_labeled,passive,the salad is tasted by the professor .,a partner embraced a captain .,a captain was embraced by a partner .,partner,captain,embraced,embraced,"Prime sentence: the salad is tasted by the professor .
Event roles: AGENT=partner; PATIENT=captain; VERB=embraced
Sentence: the",-8.043120384216309,-4.393588542938232,3.649531841278076,passive
32,word_list,active,the father hurries the husband .,an army kept a salad .,a salad was kept by an army .,army,salad,kept,kept,"Prime sentence: the father hurries the husband .
Use these words in one sentence: army, salad, kept
Sentence: the",-2.5798451900482178,-7.310955047607422,-4.731109857559204,active
32,word_list,passive,the husband is hurried by the father .,an army kept a salad .,a salad was kept by an army .,army,salad,kept,kept,"Prime sentence: the husband is hurried by the father .
Use these words in one sentence: army, salad, kept
Sentence: the",-2.64309024810791,-7.696578025817871,-5.053487777709961,active
32,role_labeled,active,the father hurries the husband .,an army kept a salad .,a salad was kept by an army .,army,salad,kept,kept,"Prime sentence: the father hurries the husband .
Event roles: AGENT=army; PATIENT=salad; VERB=kept
Sentence: the",-5.43602991104126,-8.660239219665527,-3.2242093086242676,active
