item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw,generation_class_strict_auto,generation_class_lax_auto,generation_class_strict_core_transfer,generation_class_lax_core_transfer,core_transfer_source_strict,core_transfer_source_lax
58,prompt_no_demo,no_demo,a cousin joins a daughter .,a daughter is joined by a cousin .,The one who did it was a cousin .,the one who did it was a cousin .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a joining event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a cousin.""
Bridget asked, ""What happened to the one it happened to?""
Mary",other,other,other,other,exact_signature,exact_signature
58,prompt_filler,filler,a cousin joins a daughter .,a daughter is joined by a cousin .,The prasket whaved during morden .,the prasket whaved during morden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prasket whaved during morden.""

There was a joining event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," prasket whaved during morden.""

The prasket is a wedding.
The cousin is a male.
The daughter is",other,other,other,other,exact_signature,exact_signature
61,prompt_no_demo,no_demo,a singer teaches a soldier .,a soldier is taught by a singer .,The singer was singing and the soldier was dancing .,the singer was singing and the soldier was dancing .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a teaching event involving a singer and a soldier.
The one who did it was a singer.
The one it happened to was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The"," singer was singing and the soldier was dancing.""

Bridget asked, ""Why was the soldier dancing?""
Mary answered,",other,other,other,other,exact_signature,exact_signature
62,prompt_no_demo,no_demo,a winner washes a woman .,a woman is washed by a winner .,The washing machine was broken .,the washing machine was broken .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a washing event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," washing machine was broken. I was washing my clothes and it broke. I was a woman, and the one who fixed",other,passive,other,passive,exact_signature,exact_signature
63,prompt_filler,filler,a woman catches a worker .,a worker is caught by a woman .,The prantel staved behind nulven .,the prantel staved behind nulven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prantel staved behind nulven.""

There was a catching event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," prantel staved behind nulven.""

The prantel staved behind nulven is a phrase that",other,other,other,other,exact_signature,exact_signature
64,prompt_no_demo,no_demo,a father surprises a friend .,a friend is surprised by a father .,The father did it to the friend .,the father did it to the friend .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a surprising event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"," father did it to the friend.""

Bridget asked, ""Why did the father do it?""
Mary answered, """,other,other,other,active,exact_signature,exact_signature
64,prompt_filler,filler,a father surprises a friend .,a friend is surprised by a father .,The father did it to the friend .,the father did it to the friend .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glimmer farned in jasken.""

There was a surprising event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"," father did it to the friend.""

Bridget asked, ""What did the father do?""
Mary answered, ""He",other,other,other,active,exact_signature,exact_signature
65,prompt_passive,passive,a guest comforts a guy .,a guy is comforted by a guest .,The guest gave a comforting event to the guy .,the guest gave a comforting event to the guy .,active_target_ditransitive_like,target_active_structural_to_for,active_ditransitive_prepositional,agent>theme>recipient,direct_object_plus_to_for_recipient,other,active,True,False,"There was a smegafdiling event involving a drufimzom and a smevakkul.
The one who did it was a drufimzom.
The one it happened to was a smevakkul.

Bridget asked, ""What happened?""
Mary answered, ""A smevakkul is smegafdiled by a drufimzom.""

There was a comforting event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guest gave a comforting event to the guy.""

There was a comforting event involving a guest and a guy.
The one who",other,active,other,active,exact_signature,exact_signature
65,prompt_no_demo,no_demo,a guest comforts a guy .,a guy is comforted by a guest .,The guest did it to the guy .,the guest did it to the guy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a comforting event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guest did it to the guy.""

Bridget asked, ""Who did it?""
Mary answered, ""The guest did",other,other,other,active,exact_signature,exact_signature
66,prompt_filler,filler,a writer comforts an actor .,an actor is comforted by a writer .,The writer did it to the actor .,the writer did it to the actor .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drimlet vorked before talven.""

There was a comforting event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer did it to the actor.""

The writer was a man.
The actor was a woman.
The writer was a man",other,other,other,active,exact_signature,exact_signature
67,prompt_no_demo,no_demo,a friend strikes a girl .,a girl is struck by a friend .,The one who did it was a friend .,the one who did it was a friend .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a striking event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a friend.""
Bridget asked, ""What happened to the girl?""
Mary answered, """,other,other,other,other,exact_signature,exact_signature
67,prompt_filler,filler,a friend strikes a girl .,a girl is struck by a friend .,The friend did it to the girl .,the friend did it to the girl .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The plinter drossed in marven.""

There was a striking event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," friend did it to the girl.""

The friend was a boy.
The girl was a girl.
The boy did it to",other,other,other,active,exact_signature,exact_signature
