item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_jabberwocky_0031_agent_complex,31,agent_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir from a mul s a tul .,a tul is ed by a tir from a mul .,mul,,from,,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_0031_patient_complex,31,patient_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir s a tul in a sor .,a tul in a sor is ed by a tir .,,sor,,in,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_0031_both_complex,31,both_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir on a gri s a tul in a mur .,a tul in a mur is ed by a tir on a gri .,gri,mur,on,in,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_0032_agent_complex,32,agent_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul in the pil ed the vel .,the vel was ed by the tul in the pil .,pil,,in,,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_0032_patient_complex,32,patient_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul ed the vel on the vir .,the vel on the vir was ed by the tul .,,vir,,on,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_0032_both_complex,32,both_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul below the fil ed the vel near the fol .,the vel near the fol was ed by the tul below the fil .,fil,fol,below,near,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_0033_agent_complex,33,agent_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel on the sul s the vil .,the vil is ed by the vel on the sul .,sul,,on,,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_0033_patient_complex,33,patient_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel s the vil below the mur .,the vil below the mur is ed by the vel .,,mur,,below,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_0033_both_complex,33,both_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel near the mul s the vil below the nav .,the vil below the nav is ed by the vel near the mul .,mul,nav,near,below,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_0034_agent_complex,34,agent_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil below a vom ed a vir .,a vir was ed by a vil below a vom .,vom,,below,,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_0034_patient_complex,34,patient_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil ed a vir near a fol .,a vir near a fol was ed by a vil .,,fol,,near,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_0034_both_complex,34,both_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil above a pil ed a vir near a por .,a vir near a por was ed by a vil above a pil .,pil,por,above,near,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_0035_agent_complex,35,agent_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir near a dir s a vom .,a vom is ed by a vir near a dir .,dir,,near,,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_0035_patient_complex,35,patient_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir s a vom above a nav .,a vom above a nav is ed by a vir .,,nav,,above,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_0035_both_complex,35,both_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir with a sul s a vom from a tel .,a vom from a tel is ed by a vir with a sul .,sul,tel,with,from,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_0036_agent_complex,36,agent_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom above the ful ed the vul .,the vul was ed by the vom above the ful .,ful,,above,,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_0036_patient_complex,36,patient_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom ed the vul with the por .,the vul with the por was ed by the vom .,,por,,with,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_0036_both_complex,36,both_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom from the bri ed the vul with the dil .,the vul with the dil was ed by the vom from the bri .,bri,dil,from,with,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_0037_agent_complex,37,agent_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul with the nin s the bri .,the bri is ed by the vul with the nin .,nin,,with,,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_0037_patient_complex,37,patient_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul s the bri from the tel .,the bri from the tel is ed by the vul .,,tel,,from,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_0037_both_complex,37,both_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul in the dir s the bri on the dur .,the bri on the dur is ed by the vul in the dir .,dir,dur,in,on,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_0038_agent_complex,38,agent_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri from a rav ed a dil .,a dil was ed by a bri from a rav .,rav,,from,,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_0038_patient_complex,38,patient_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri ed a dil in a dru .,a dil in a dru was ed by a bri .,,dru,,in,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_0038_both_complex,38,both_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri on a ful ed a dil in a gir .,a dil in a gir was ed by a bri on a ful .,ful,gir,on,in,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_0039_agent_complex,39,agent_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil in a tir s a dru .,a dru is ed by a dil in a tir .,tir,,in,,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_0039_patient_complex,39,patient_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil s a dru on a dur .,a dru on a dur is ed by a dil .,,dur,,on,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_0039_both_complex,39,both_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil below a nin s a dru near a nom .,a dru near a nom is ed by a dil below a nin .,nin,nom,below,near,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_0040_agent_complex,40,agent_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru on the mur ed the gri .,the gri was ed by the dru on the mur .,mur,,on,,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_0040_patient_complex,40,patient_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru ed the gri below the gir .,the gri below the gir was ed by the dru .,,gir,,below,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_0040_both_complex,40,both_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru near the rav ed the gri above the rom .,the gri above the rom was ed by the dru near the rav .,rav,rom,near,above,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_0041_agent_complex,41,agent_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri below the fab s the mur .,the mur is ed by the gri below the fab .,fab,,below,,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_0041_patient_complex,41,patient_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri s the mur near the nom .,the mur near the nom is ed by the gri .,,nom,,near,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_0041_both_complex,41,both_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri above the tir s the mur near the tul .,the mur near the tul is ed by the gri above the tir .,tir,tul,above,near,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_0042_agent_complex,42,agent_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur near a lav ed a dir .,a dir was ed by a mur near a lav .,lav,,near,,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_0042_patient_complex,42,patient_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur ed a dir above a rom .,a dir above a rom was ed by a mur .,,rom,,above,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_0042_both_complex,42,both_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur with a bri ed a dir from a dil .,a dir from a dil was ed by a mur with a bri .,bri,dil,with,from,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_0043_agent_complex,43,agent_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir above a nud s a dur .,a dur is ed by a dir above a nud .,nud,,above,,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_0043_patient_complex,43,patient_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir s a dur with a tul .,a dur with a tul is ed by a dir .,,tul,,with,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_0043_both_complex,43,both_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir from a fab s a dur with a fav .,a dur with a fav is ed by a dir from a fab .,fab,fav,from,with,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_0044_agent_complex,44,agent_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur with the sav ed the fab .,the fab was ed by the dur with the sav .,sav,,with,,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_0044_patient_complex,44,patient_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur ed the fab from the dil .,the fab from the dil was ed by the dur .,,dil,,from,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_0044_both_complex,44,both_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur in the lav ed the fab on the lil .,the fab on the lil was ed by the dur in the lav .,lav,lil,in,on,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_0045_agent_complex,45,agent_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab from the vel s the fav .,the fav is ed by the fab from the vel .,vel,,from,,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_0045_patient_complex,45,patient_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab s the fav in the fel .,the fav in the fel is ed by the fab .,,fel,,in,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_0045_both_complex,45,both_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab on the nud s the fav in the pav .,the fav in the pav is ed by the fab on the nud .,nud,pav,on,in,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_0046_agent_complex,46,agent_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav in a dru ed a fel .,a fel was ed by a fav in a dru .,dru,,in,,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_0046_patient_complex,46,patient_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav ed a fel on a lil .,a fel on a lil was ed by a fav .,,lil,,on,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_0046_both_complex,46,both_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav below a sav ed a fel near a som .,a fel near a som was ed by a fav below a sav .,sav,som,below,near,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_0047_agent_complex,47,agent_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel on a fol s a fil .,a fil is ed by a fel on a fol .,fol,,on,,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_0047_patient_complex,47,patient_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel s a fil below a pav .,a fil below a pav is ed by a fel .,,pav,,below,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_0047_both_complex,47,both_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel near a vel s a fil below a vil .,a fil below a vil is ed by a fel near a vel .,vel,vil,near,below,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_0048_agent_complex,48,agent_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil below the mol ed the fol .,the fol was ed by the fil below the mol .,mol,,below,,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_0048_patient_complex,48,patient_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil ed the fol near the som .,the fol near the som was ed by the fil .,,som,,near,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_0048_both_complex,48,both_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil above the dru ed the fol near the gri .,the fol near the gri was ed by the fil above the dru .,dru,gri,above,near,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_0049_agent_complex,49,agent_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol near the pel s the ful .,the ful is ed by the fol near the pel .,pel,,near,,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_0049_patient_complex,49,patient_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol s the ful above the vil .,the ful above the vil is ed by the fol .,,vil,,above,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_0049_both_complex,49,both_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol with the gir s the ful from the lav .,the ful from the lav is ed by the fol with the gir .,gir,lav,with,from,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_0050_agent_complex,50,agent_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful above a sor ed a gir .,a gir was ed by a ful above a sor .,sor,,above,,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_0050_patient_complex,50,patient_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful ed a gir with a gri .,a gir with a gri was ed by a ful .,,gri,,with,def,indef,is,was,s,ed,ful,gir
